danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,mood
0.452,0.857,-4.135,0.0355,0.000149,0.823,0.486,0.15,150.069,215200,3
0.64,0.937,-3.023,0.0614,0.000336,0.00263,0.357,0.301,125.953,177143,3
0.605,0.632,-5.192,0.0324,0.0913,0,0.698,0.367,124.045,268064,3
0.715,0.86,-3.212,0.238,0.0798,0.000834,0.252,0.371,149.99,180000,3
0.582,0.929,-1.345,0.034,0.00067,0.36,0.0795,0.0839,102.985,258347,3
0.737,0.921,-2.882,0.0786,0.153,0.0201,0.138,0.55,109.971,194506,3
0.634,0.925,-3.494,0.0732,0.0079,0.723,0.0897,0.364,150.079,183400,3
0.643,0.817,-3.506,0.0472,0.0164,0.00239,0.126,0.381,128.119,184697,3
0.767,0.566,-13.413,0.185,0.00942,0.361,0.0753,0.48,160.016,207000,3
0.936,0.829,-4.124,0.291,0.151,0,0.162,0.622,131.013,194198,3
0.568,0.915,-2.794,0.0415,5.06E-05,0.927,0.1,0.435,150.012,172793,3
0.683,0.817,-5.531,0.215,0.064,3.35E-05,0.076,0.241,125.977,173707,3
0.699,0.951,-3.404,0.157,0.000422,0.489,0.85,0.461,109.945,185960,3
0.643,0.997,-1.656,0.0483,0.00205,0.672,0.659,0.555,128.004,234773,3
0.706,0.935,-2.418,0.0565,0.0168,4.62E-05,0.106,0.214,130.001,243692,3
0.7,0.912,-2.227,0.134,0.00151,0.00755,0.0595,0.224,150.077,192712,3
0.618,0.845,0.175,0.132,0.114,0,0.415,0.486,171.921,181720,3
0.63,0.851,-4.61,0.319,0.00441,0.0218,0.0939,0.573,150.054,224052,3
0.626,0.64,-5.133,0.0525,0.195,0,0.147,0.516,136.072,248493,3
0.409,0.931,-5.679,0.0454,0.000104,0.695,0.185,0.0531,139.93,171518,3
0.637,0.913,-7.156,0.0622,0.0162,0.617,0.369,0.58,128.041,182131,3
0.62,0.653,-8.677,0.0409,0.00142,0.476,0.101,0.69,148.015,198183,3
0.616,0.952,-2.91,0.068,0.00929,0.0136,0.704,0.543,149.998,201600,3
0.634,0.99,-3.035,0.0714,0.0164,0.785,0.0837,0.573,127.98,262515,3
0.658,0.805,-5.522,0.0438,0.509,0,0.147,0.296,114.917,201391,3
0.574,0.845,-6.58,0.102,0.0468,0.783,0.327,0.336,164.011,237252,3
0.68,0.988,-2.579,0.0941,0.00303,4.39E-05,0.299,0.176,144.03,203750,3
0.731,0.725,-5.21,0.249,0.00432,0,0.0556,0.351,149.963,179200,3
0.527,0.983,-1.398,0.252,0.00272,0.564,0.192,0.339,128.225,217226,3
0.678,0.916,-3.344,0.12,0.017,0.000876,0.277,0.412,125.944,161905,3
0.546,0.972,-2.77,0.0939,0.000303,0.854,0.109,0.293,150.013,219200,3
0.623,0.967,-2.626,0.138,0.0612,0.38,0.215,0.348,150.009,198400,3
0.562,0.652,-4.803,0.0662,0.00732,0.338,0.174,0.107,75.02,180907,3
0.628,0.596,-5.831,0.144,0.0266,0.426,0.348,0.229,152.001,194476,3
0.621,0.988,-4.629,0.0808,0.00666,0.237,0.513,0.549,150.03,190855,3
0.648,0.891,-3.464,0.0655,8.75E-05,0.497,0.105,0.183,128.002,203438,3
0.66,0.789,-4.892,0.0642,0.0571,1.69E-05,0.102,0.315,140.03,189045,3
0.679,0.62,-8.073,0.0375,0.106,2.92E-06,0.102,0.443,120.12,166000,3
0.523,0.797,-4.777,0.0549,0.0298,0.000604,0.127,0.117,130.007,299106,3
0.736,0.929,-5.89,0.0674,0.00237,1.11E-05,0.402,0.658,125.03,206461,3
0.705,0.859,-3.738,0.0656,0.137,9.27E-05,0.263,0.483,130.079,180923,3
0.562,0.945,-2.838,0.0444,0.00819,0.00329,0.254,0.436,150.007,238400,3
0.619,0.949,-4.64,0.0658,0.00499,0.000418,0.179,0.247,149.935,245656,3
0.572,0.828,-3.319,0.0432,0.00265,0.243,0.137,0.0398,127.964,217500,3
0.772,0.823,-2.578,0.146,0.0613,0,0.0779,0.583,159.99,177051,3
0.901,0.934,-2.345,0.273,0.00794,7.68E-05,0.194,0.868,150.037,156800,3
0.553,0.957,-4.57,0.0453,0.000474,0.803,0.138,0.197,154.997,210581,3
0.682,0.939,-1.458,0.199,0.0264,0.113,0.0615,0.631,155.024,177290,3
0.444,0.968,-4.112,0.0582,0.00711,0.77,0.162,0.218,149.999,160000,3
0.49,0.606,-6.604,0.0424,0.169,0.00106,0.0704,0.119,126.553,236170,3
0.355,0.852,-3.966,0.0632,0.0134,1.98E-05,0.0774,0.173,143.925,258082,3
0.677,0.811,-4.53,0.043,0.0012,0.00761,0.0896,0.185,128.004,216967,3
0.631,0.939,-4.21,0.0363,0.000351,0.747,0.955,0.452,127.992,294467,3
0.707,0.914,-4.329,0.0347,0.0882,0.0833,0.112,0.706,135.015,170693,3
0.542,0.903,-2.419,0.0434,0.0335,4.83E-06,0.111,0.367,127.936,207619,3
0.609,0.764,-4.564,0.111,0.0994,0,0.197,0.531,128.082,200625,3
0.747,0.897,-4.257,0.0642,0.0104,0.763,0.0541,0.177,126.036,175714,3
0.484,0.619,-5.581,0.0558,0.0087,0,0.109,0.345,163.965,228659,3
0.769,0.882,-2.2,0.213,0.0114,0.12,0.604,0.487,128.017,234403,3
0.567,0.928,-3.615,0.073,0.138,4.74E-05,0.372,0.294,150.079,204800,3
0.753,0.956,-2.435,0.124,0.0119,0.559,0.258,0.568,125.038,195570,3
0.713,0.848,-4.67,0.0531,0.00543,4.44E-05,0.377,0.253,128,227253,3
0.671,0.91,-3.621,0.1,0.00196,0.0316,0.171,0.413,128.036,138750,3
0.651,0.884,-3.557,0.0326,0.0482,0.154,0.135,0.377,125.998,200952,3
0.73,0.749,-3.473,0.0478,0.131,0,0.138,0.518,140.004,223324,3
0.756,0.942,-3.051,0.15,0.0114,0.000123,0.283,0.211,128.092,154687,3
0.537,0.863,-3.25,0.048,0.348,2.90E-05,0.151,0.383,145.116,198625,3
0.536,0.916,-2.322,0.285,0.0208,0,0.175,0.647,154.916,204387,3
0.662,0.877,-3.592,0.0557,0.00193,0.00644,0.0775,0.441,127.994,200628,3
0.754,0.853,-3.546,0.0868,0.0691,0.134,0.356,0.297,125.099,167000,3
0.547,0.886,-4.017,0.0308,0.000619,0.000232,0.193,0.294,145.055,188680,3
0.815,0.958,-2.213,0.275,0.0145,0.00488,0.0915,0.548,125.958,312543,3
0.642,0.933,-2.887,0.0871,0.0657,1.04E-05,0.087,0.158,150.039,182400,3
0.645,0.96,-6.497,0.0399,0.0773,0.00641,0.594,0.637,127.999,193132,3
0.788,0.921,-3.21,0.055,0.006,0.00372,0.105,0.551,128.007,228754,3
0.656,0.799,-4.342,0.0405,0.00136,0.000325,0.131,0.247,115.936,202412,3
0.788,0.952,-3.166,0.215,0.0494,0.000415,0.145,0.282,126.05,278571,3
0.224,0.644,-7.276,0.0386,0.00407,0.252,0.537,0.0387,149.822,204800,3
0.284,0.817,-0.093,0.0766,0.064,1.56E-06,0.526,0.24,150.003,217600,3
0.636,0.879,-2.862,0.0702,0.000732,0.446,0.324,0.395,128.004,221250,3
0.691,0.914,-4.084,0.132,0.00386,0.237,0.125,0.375,139.97,292875,3
0.583,0.977,-2.778,0.0897,0.00143,0.0124,0.207,0.182,150.007,218607,3
0.607,0.941,-3.807,0.481,0.037,0.0137,0.321,0.521,75.401,198400,3
0.751,0.641,-6.967,0.0461,0.0299,0.0626,0.0557,0.965,129.993,281080,3
0.77,0.962,-5.008,0.0852,0.00449,0.751,0.125,0.606,127.044,141125,3
0.696,0.984,-2.67,0.106,0.0167,0.214,0.331,0.564,127.984,168951,3
0.647,0.85,-3.079,0.0476,0.0812,0.532,0.569,0.415,127.901,198431,3
0.557,0.987,-3.678,0.0954,0.081,0.805,0.268,0.569,150.092,228846,3
0.673,0.859,-3.007,0.056,0.00426,0.015,0.128,0.111,127.978,256560,3
0.635,0.9,-3.719,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,3
0.603,0.916,-5.109,0.0716,0.00218,0.927,0.117,0.0751,128.139,226203,3
0.734,0.826,-3.151,0.301,0.0126,0,0.145,0.313,149.926,186400,3
0.745,0.975,-0.908,0.104,0.0459,0.00035,0.122,0.236,127.982,174375,3
0.809,0.785,-5.219,0.104,0.0864,0.0292,0.0373,0.801,127.96,199147,3
0.53,0.872,-2.595,0.0387,2.10E-05,0.0243,0.0872,0.367,160.046,161250,3
0.781,0.931,-6.246,0.177,0.00291,0.000887,0.209,0.49,124.96,167405,3
0.702,0.903,-3.921,0.038,0.121,0.000123,0.168,0.66,125.948,166947,3
0.542,0.953,-3.493,0.123,0.00662,0.0059,0.693,0.181,146.97,215510,3
0.711,0.878,-4.92,0.141,0.00241,0.00196,0.383,0.559,150.018,168000,3
0.689,0.892,-3.95,0.246,0.00446,0.00932,0.435,0.77,110.09,221612,3
0.56,0.864,-2.843,0.341,0.0186,0.0131,0.278,0.568,144.931,250345,3
0.731,0.854,-4.635,0.149,0.00256,1.49E-05,0.386,0.651,150.163,219200,3
0.529,0.995,-3.228,0.045,0.000969,0.537,0.351,0.235,128.021,178125,3
0.638,0.961,-1.726,0.3,0.0144,0.00141,0.175,0.664,150.065,179200,3
0.595,0.659,-4.472,0.0607,0.0721,0,0.23,0.338,126.026,174286,3
0.539,0.874,-4.864,0.0908,2.68E-05,0.116,0.319,0.159,128.022,309866,3
0.659,0.941,-4.162,0.111,0.0181,1.64E-05,0.285,0.374,128.033,155620,3
0.576,0.961,-4.258,0.0568,0.0308,0.199,0.237,0.0583,139.941,231750,3
0.57,0.898,-4.469,0.0498,0.00906,0.000131,0.2,0.176,125.983,173333,3
0.611,0.959,-2.616,0.0678,0.00446,0.0142,0.231,0.35,149.988,260800,3
0.649,0.99,-1.888,0.112,0.000744,0.328,0.0626,0.208,127.964,211875,3
0.572,0.854,-5.34,0.0752,0.00745,0.0468,0.0813,0.172,150.014,268800,3
0.484,0.89,-4.643,0.052,0.00989,0.0146,0.217,0.0979,125.061,207720,3
0.449,0.963,-2.041,0.0734,0.0049,0.09,0.227,0.124,149.854,249600,3
0.667,0.969,-0.714,0.106,0.00584,0.112,0.676,0.278,150.01,265600,3
0.793,0.943,-3.278,0.0632,0.00114,0.645,0.017,0.0644,127.999,370313,3
0.562,0.968,-3.86,0.116,0.00304,0.85,0.344,0.132,140.069,158786,3
0.592,0.988,-0.846,0.0997,0.000767,0.707,0.0847,0.268,149.985,264000,3
0.596,0.944,-4.813,0.123,0.0202,0.011,0.186,0.416,150.073,157615,3
0.509,0.705,-5.909,0.0646,0.0227,0.00154,0.0683,0.231,150,192107,3
0.672,0.778,-4.794,0.0916,0.0446,0.000866,0.0753,0.38,161.956,223704,3
0.638,0.951,-2.847,0.303,0.00106,0,0.197,0.529,154.953,208645,3
0.599,0.97,-4.435,0.361,0.0171,4.47E-05,0.72,0.0715,130.108,199119,3
0.76,0.95,-4.133,0.146,0.0484,0.00186,0.0216,0.502,125.074,186240,3
0.263,0.801,-3.485,0.0631,5.31E-05,8.69E-05,0.251,0.277,150.485,236705,3
0.695,0.749,-5.556,0.036,0.00149,0.0184,0.0633,0.322,101.014,277213,3
0.55,0.989,-3.621,0.067,0.00503,0.866,0.487,0.526,150.035,181200,3
0.639,0.907,-3.214,0.0837,0.00419,0.00535,0.366,0.468,128.055,161953,3
0.576,0.889,-1.326,0.112,0.0105,0.00347,0.122,0.146,149.945,192000,3
0.565,0.892,-5.221,0.0672,0.144,0.801,0.0385,0.0764,139.957,267040,3
0.689,0.935,-4.449,0.167,0.019,0.000299,0.24,0.391,145.984,226849,3
0.677,0.947,-3.814,0.0538,0.0014,0.0688,0.0712,0.798,142.008,153000,3
0.467,0.975,-3.213,0.0502,0.04,0.0541,0.116,0.469,175.952,188182,3
0.613,0.842,-4.332,0.219,0.0157,0,0.23,0.645,169.917,238726,3
0.484,0.806,-6.095,0.127,0.0447,4.48E-05,0.333,0.417,145.127,249987,3
0.307,0.828,-3.37,0.0967,0.00314,0,0.171,0.2,149.86,182576,3
0.459,0.775,-3.38,0.0501,0.000735,0,0.126,0.166,139.898,215036,3
0.562,0.723,-8.922,0.0335,0.00145,0.45,0.271,0.484,145.031,190380,3
0.186,0.977,-2.888,0.393,0.0369,0.576,0.119,0.043,70.21,210390,3
0.823,0.815,-3.947,0.134,0.00129,0.0494,0.599,0.474,125.989,207293,3
0.551,0.943,-3.872,0.3,0.0153,0.000248,0.65,0.344,130.047,210697,3
0.565,0.694,-6.399,0.0717,0.00315,0.00334,0.0738,0.448,128.022,266234,3
0.577,0.744,-4.848,0.036,0.193,0,0.178,0.544,134.996,221333,3
0.681,0.925,-5.436,0.209,0.101,1.70E-05,0.343,0.646,135.953,204699,3
0.702,0.788,-1.455,0.251,0.12,0,0.171,0.645,163.903,165173,3
0.664,0.927,-3.498,0.14,0.0559,2.66E-05,0.103,0.874,160.042,208074,3
0.651,0.941,-5.903,0.671,0.0277,2.05E-05,0.479,0.788,75.137,220800,3
0.633,0.929,-2.596,0.509,0.0577,6.80E-05,0.362,0.184,150.292,192017,3
0.53,0.828,-4.962,0.0497,0.0121,0.255,0.11,0.249,169.946,215613,3
0.579,0.886,-4.964,0.499,0.127,0.000715,0.334,0.32,159.95,197682,3
0.649,0.976,-3.208,0.115,0.0121,0.0261,0.326,0.349,109.985,202123,3
0.515,0.938,-3.823,0.0481,0.0377,0.77,0.196,0.357,150.059,193600,3
0.688,0.967,-4.747,0.0531,0.00052,0.0632,0.305,0.225,129.969,169846,3
0.678,0.945,-2.154,0.13,0.00808,0.000557,0.342,0.28,140.045,185143,3
0.665,0.986,-1.176,0.121,0.00797,0.000297,0.237,0.639,150.116,201598,3
0.616,0.844,-4.908,0.029,0.0354,0.00234,0.236,0.183,92.024,187826,3
